rank,id,title,rating,rating_count,comprehensive_score,kind,url,source_doulist_ids,source_doulists,crawled_at
110,1294408,音乐之声 The Sound of Music,9.1,690996,88.742869,电影,https://movie.douban.com/subject/1294408/,240962 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分电影榜（上）9.7-8.6分,2026-08-09T16:52:13+08:00
111,1293350,"两杆大烟枪 Lock, Stock and Two Smoking Barrels",9.1,685247,88.687729,电影,https://movie.douban.com/subject/1293350/,240962 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分电影榜（上）9.7-8.6分,2026-08-09T16:52:13+08:00
112,19965220,父母爱情,9.3,457908,88.63408,国产剧 / 电视剧,https://movie.douban.com/subject/19965220/,146202362 / 430230 / 46375658 / 644440,9分电视剧 / 豆瓣五星电视剧（2/2） / 豆瓣电视剧排行榜 / 豆瓣高分国产剧,2026-08-09T16:52:13+08:00
113,33404425,隐秘的角落,8.8,1279814,88.592019,国产剧 / 悬疑剧 / 电视剧,https://movie.douban.com/subject/33404425/,137843346 / 146202362 / 46375658,豆瓣电视剧排行榜 / 豆瓣高分国产剧 / 豆瓣高分悬疑探案剧,2026-08-09T16:52:13+08:00
114,1293544,沉默的羔羊 The Silence of the Lambs,8.9,1026734,88.588118,电影,https://movie.douban.com/subject/1293544/,240962 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分电影榜（上）9.7-8.6分,2026-08-09T16:52:13+08:00
115,1292656,心灵捕手 Good Will Hunting,9.0,823361,88.537475,电影,https://movie.douban.com/subject/1292656/,240962 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分电影榜（上）9.7-8.6分,2026-08-09T16:52:13+08:00
116,35496807,山花烂漫时,9.6,259589,88.51467,国产剧 / 电视剧,https://movie.douban.com/subject/35496807/,146202362 / 46375658 / 644440,9分电视剧 / 豆瓣电视剧排行榜 / 豆瓣高分国产剧,2026-08-09T16:52:13+08:00
117,2154096,士兵突击,9.5,308084,88.466894,国产剧 / 电视剧,https://movie.douban.com/subject/2154096/,146202362 / 172901 / 46375658 / 644440,9分电视剧 / 豆瓣五星电视剧（1/2） / 豆瓣电视剧排行榜 / 豆瓣高分国产剧,2026-08-09T16:52:13+08:00
118,3286552,老友记 第十季 Friends Season 10,9.8,182205,88.42408,电视剧,https://movie.douban.com/subject/3286552/,46375658 / 644440,9分电视剧 / 豆瓣电视剧排行榜,2026-08-09T16:52:13+08:00
119,1306249,唐伯虎点秋香 唐伯虎點秋香,8.8,1239602,88.390896,电影,https://movie.douban.com/subject/1306249/,240962 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分电影榜（上）9.7-8.6分,2026-08-09T16:52:13+08:00
120,23232876,权力的游戏 第四季 Game of Thrones Season 4,9.6,253372,88.34256,电视剧,https://movie.douban.com/subject/23232876/,46375658,豆瓣电视剧排行榜,2026-08-09T16:52:13+08:00
121,2254648,亮剑,9.5,299383,88.266353,国产剧 / 电视剧,https://movie.douban.com/subject/2254648/,146202362 / 172901 / 46375658,豆瓣五星电视剧（1/2） / 豆瓣电视剧排行榜 / 豆瓣高分国产剧,2026-08-09T16:52:13+08:00
122,1780330,致命魔术 The Prestige,8.9,974238,88.25223,电影,https://movie.douban.com/subject/1780330/,240962 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分电影榜（上）9.7-8.6分,2026-08-09T16:52:13+08:00
123,1291832,低俗小说 Pulp Fiction,8.9,970429,88.227159,电影,https://movie.douban.com/subject/1291832/,240962 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分电影榜（上）9.7-8.6分,2026-08-09T16:52:13+08:00
124,6558062,权力的游戏  第二季 Game of Thrones Season 2,9.5,295842,88.183066,电视剧,https://movie.douban.com/subject/6558062/,46375658,豆瓣电视剧排行榜,2026-08-09T16:52:13+08:00
125,1297192,致命ID Identity,8.9,963365,88.180401,电影,https://movie.douban.com/subject/1297192/,240962 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分电影榜（上）9.7-8.6分,2026-08-09T16:52:13+08:00
126,30424374,"爱，死亡和机器人 第一季 Love, Death & Robots Season 1",9.2,519399,88.174865,电视剧,https://movie.douban.com/subject/30424374/,46375658,豆瓣电视剧排行榜,2026-08-09T16:52:13+08:00
127,11026735,超能陆战队 Big Hero 6,8.8,1159101,87.967878,动画电影 / 电影,https://movie.douban.com/subject/11026735/,223781 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分动画长片,2026-08-09T16:52:13+08:00
128,36053256,苦尽柑来遇见你 폭싹 속았수다,9.4,343534,87.954585,电视剧,https://movie.douban.com/subject/36053256/,46375658,豆瓣电视剧排行榜,2026-08-09T16:52:13+08:00
129,1296996,哈利·波特与密室 Harry Potter and the Chamber of Secrets,8.9,929132,87.948839,电影,https://movie.douban.com/subject/1296996/,240962 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分电影榜（上）9.7-8.6分,2026-08-09T16:52:13+08:00
130,1292224,飞越疯人院 One Flew Over the Cuckoo's Nest,9.1,610612,87.926632,电影,https://movie.douban.com/subject/1292224/,240962 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分电影榜（上）9.7-8.6分,2026-08-09T16:52:13+08:00
131,25865470,瑞克和莫蒂 第二季 Rick and Morty Season 2,9.8,168800,87.86623,电视剧,https://movie.douban.com/subject/25865470/,644440,9分电视剧,2026-08-09T16:52:13+08:00
132,35033654,山海情,9.2,490760,87.79486,国产剧 / 电视剧,https://movie.douban.com/subject/35033654/,146202362 / 46375658,豆瓣电视剧排行榜 / 豆瓣高分国产剧,2026-08-09T16:52:13+08:00
133,5322596,超脱 Detachment,9.0,732317,87.775797,电影,https://movie.douban.com/subject/5322596/,240962 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分电影榜（上）9.7-8.6分,2026-08-09T16:52:13+08:00
134,1302425,喜剧之王 喜劇之王,8.8,1110609,87.69864,电影,https://movie.douban.com/subject/1302425/,240962 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分电影榜（上）9.7-8.6分,2026-08-09T16:52:13+08:00
135,3286538,老友记  第五季 Friends Season 5,9.8,164622,87.683273,电视剧,https://movie.douban.com/subject/3286538/,46375658 / 644440,9分电视剧 / 豆瓣电视剧排行榜,2026-08-09T16:52:13+08:00
136,26592971,瑞克和莫蒂 第三季 Rick and Morty Season 3,9.8,164309,87.66938,电视剧,https://movie.douban.com/subject/26592971/,644440,9分电视剧,2026-08-09T16:52:13+08:00
137,1292679,春光乍泄 春光乍洩,9.0,715924,87.62864,电影,https://movie.douban.com/subject/1292679/,240962 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分电影榜（上）9.7-8.6分,2026-08-09T16:52:13+08:00
138,2150220,白色巨塔 白い巨塔,9.7,192054,87.591829,日剧 / 电视剧,https://movie.douban.com/subject/2150220/,156283469 / 172901 / 46375658 / 644440,9分电视剧 / 豆瓣五星电视剧（1/2） / 豆瓣电视剧排行榜 / 豆瓣高分日剧,2026-08-09T16:52:13+08:00
139,1303021,小鞋子 بچه های آسمان,9.2,472582,87.541976,电影,https://movie.douban.com/subject/1303021/,240962 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分电影榜（上）9.7-8.6分,2026-08-09T16:52:13+08:00
140,1292223,七宗罪 Se7en,8.8,1076105,87.499809,电影,https://movie.douban.com/subject/1292223/,240962 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分电影榜（上）9.7-8.6分,2026-08-09T16:52:13+08:00
141,36445098,还有明天 C'è ancora domani,9.3,385780,87.468553,电影,https://movie.douban.com/subject/36445098/,240962 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分电影榜（上）9.7-8.6分,2026-08-09T16:52:13+08:00
142,3442220,海豚湾 The Cove,9.3,384692,87.449348,电影 / 纪录片,https://movie.douban.com/subject/3442220/,223273 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分纪录片/其它（1/2）,2026-08-09T16:52:13+08:00
143,10590706,权力的游戏 第三季 Game of Thrones Season 3,9.5,265107,87.415222,电视剧,https://movie.douban.com/subject/10590706/,46375658,豆瓣电视剧排行榜,2026-08-09T16:52:13+08:00
144,3286543,老友记  第六季 Friends Season 6,9.8,158281,87.396529,电视剧,https://movie.douban.com/subject/3286543/,46375658 / 644440,9分电视剧 / 豆瓣电视剧排行榜,2026-08-09T16:52:13+08:00
145,1300299,杀人回忆 살인의 추억,8.9,848633,87.368845,电影,https://movie.douban.com/subject/1300299/,240962 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分电影榜（上）9.7-8.6分,2026-08-09T16:52:13+08:00
146,3286531,老友记  第三季 Friends Season 3,9.7,182842,87.237919,电视剧,https://movie.douban.com/subject/3286531/,46375658 / 644440,9分电视剧 / 豆瓣电视剧排行榜,2026-08-09T16:52:13+08:00
147,3395373,蝙蝠侠：黑暗骑士崛起 The Dark Knight Rises,8.9,824588,87.184891,电影,https://movie.douban.com/subject/3395373/,240962 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分电影榜（上）9.7-8.6分,2026-08-09T16:52:13+08:00
148,10533913,头脑特工队 Inside Out,8.9,820658,87.154315,动画电影 / 电影,https://movie.douban.com/subject/10533913/,223781 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分动画长片,2026-08-09T16:52:13+08:00
149,3286547,老友记  第七季 Friends Season 7,9.8,149947,87.001671,电视剧,https://movie.douban.com/subject/3286547/,46375658 / 644440,9分电视剧 / 豆瓣电视剧排行榜,2026-08-09T16:52:13+08:00
150,1419297,越狱 第一季 Prison Break Season 1,9.4,296471,86.937962,电视剧,https://movie.douban.com/subject/1419297/,172901 / 46375658 / 644440,9分电视剧 / 豆瓣五星电视剧（1/2） / 豆瓣电视剧排行榜,2026-08-09T16:52:13+08:00
151,26359270,怪奇物语 第一季 Stranger Things Season 1,9.1,524191,86.919435,电视剧,https://movie.douban.com/subject/26359270/,46375658,豆瓣电视剧排行榜,2026-08-09T16:52:13+08:00
152,27081753,机智牢房生活 슬기로운 감빵생활,9.4,295626,86.918268,电视剧,https://movie.douban.com/subject/27081753/,46375658 / 644440,9分电视剧 / 豆瓣电视剧排行榜,2026-08-09T16:52:13+08:00
153,1292434,一一,9.1,523878,86.915493,电影,https://movie.douban.com/subject/1292434/,240962 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分电影榜（上）9.7-8.6分,2026-08-09T16:52:13+08:00
154,1298070,加勒比海盗 Pirates of the Caribbean: The Curse of the Black Pearl,8.8,980372,86.91283,电影,https://movie.douban.com/subject/1298070/,240962 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分电影榜（上）9.7-8.6分,2026-08-09T16:52:13+08:00
155,4920389,头号玩家 Ready Player One,8.6,1534028,86.884786,电影,https://movie.douban.com/subject/4920389/,240962 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分电影榜（上）9.7-8.6分,2026-08-09T16:52:13+08:00
156,1294371,摩登时代 Modern Times,9.3,351437,86.834543,电影,https://movie.douban.com/subject/1294371/,240962 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分电影榜（上）9.7-8.6分,2026-08-09T16:52:13+08:00
157,1782004,哆啦A梦 ドラえもん,9.6,204256,86.812619,动画剧集,https://movie.douban.com/subject/1782004/,225067,豆瓣五星动画剧集,2026-08-09T16:52:13+08:00
158,3286536,老友记  第四季 Friends Season 4,9.7,169627,86.697772,电视剧,https://movie.douban.com/subject/3286536/,46375658 / 644440,9分电视剧 / 豆瓣电视剧排行榜,2026-08-09T16:52:13+08:00
159,23997724,胜者即是正义2 リーガルハイ2,9.4,285170,86.669801,日剧 / 电视剧,https://movie.douban.com/subject/23997724/,156283469 / 46375658 / 644440,9分电视剧 / 豆瓣电视剧排行榜 / 豆瓣高分日剧,2026-08-09T16:52:13+08:00
160,27053768,伦敦生活 第二季 Fleabag Season 2,9.5,236629,86.619742,电视剧,https://movie.douban.com/subject/27053768/,46375658 / 644440,9分电视剧 / 豆瓣电视剧排行榜,2026-08-09T16:52:13+08:00
161,1291999,重庆森林 重慶森林,8.8,933163,86.601912,电影,https://movie.douban.com/subject/1291999/,240962 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分电影榜（上）9.7-8.6分,2026-08-09T16:52:13+08:00
162,35049544,机智医生生活 第二季 슬기로운 의사생활 시즌2,9.5,235961,86.599953,电视剧,https://movie.douban.com/subject/35049544/,46375658 / 644440,9分电视剧 / 豆瓣电视剧排行榜,2026-08-09T16:52:13+08:00
163,25862357,权力的游戏 第六季 Game of Thrones Season 6,9.5,235857,86.596867,电视剧,https://movie.douban.com/subject/25862357/,46375658,豆瓣电视剧排行榜,2026-08-09T16:52:13+08:00
164,24733428,心灵奇旅 Soul,8.7,1159796,86.575279,动画电影 / 电影,https://movie.douban.com/subject/24733428/,223781 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分动画长片,2026-08-09T16:52:13+08:00
165,2149806,入殓师 おくりびと,8.9,748855,86.568324,电影,https://movie.douban.com/subject/2149806/,240962 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分电影榜（上）9.7-8.6分,2026-08-09T16:52:13+08:00
166,27119724,小丑 Joker,8.7,1135598,86.444554,电影,https://movie.douban.com/subject/27119724/,240962 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分电影榜（上）9.7-8.6分,2026-08-09T16:52:13+08:00
167,2997325,我的团长我的团,9.6,193486,86.428019,国产剧 / 电视剧,https://movie.douban.com/subject/2997325/,146202362 / 172901 / 46375658,豆瓣五星电视剧（1/2） / 豆瓣电视剧排行榜 / 豆瓣高分国产剧,2026-08-09T16:52:13+08:00
168,36193784,黑暗荣耀 第二季 더 글로리2,9.0,593794,86.41287,电视剧,https://movie.douban.com/subject/36193784/,46375658,豆瓣电视剧排行榜,2026-08-09T16:52:13+08:00
169,1292370,剪刀手爱德华 Edward Scissorhands,8.7,1129345,86.41032,电影,https://movie.douban.com/subject/1292370/,240962 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分电影榜（上）9.7-8.6分,2026-08-09T16:52:13+08:00
170,1830528,三国演义,9.6,191803,86.365991,电视剧,https://movie.douban.com/subject/1830528/,172901 / 46375658 / 644440,9分电视剧 / 豆瓣五星电视剧（1/2） / 豆瓣电视剧排行榜,2026-08-09T16:52:13+08:00
171,6985810,狩猎 Jagten,9.1,478054,86.311361,电影,https://movie.douban.com/subject/6985810/,240962 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分电影榜（上）9.7-8.6分,2026-08-09T16:52:13+08:00
172,1292262,美国往事 Once Upon a Time in America,9.1,477583,86.304855,电影,https://movie.douban.com/subject/1292262/,240962 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分电影榜（上）9.7-8.6分,2026-08-09T16:52:13+08:00
173,1865703,红辣椒 パプリカ,9.0,579518,86.254688,动画电影 / 电影,https://movie.douban.com/subject/1865703/,223781 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分动画长片,2026-08-09T16:52:13+08:00
174,2353023,驯龙高手 How to Train Your Dragon,8.8,877505,86.214479,动画电影 / 电影,https://movie.douban.com/subject/2353023/,223781 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分动画长片,2026-08-09T16:52:13+08:00
175,2373195,绝命毒师 第一季 Breaking Bad Season 1,9.2,387637,86.214425,电视剧,https://movie.douban.com/subject/2373195/,172901 / 46375658 / 644440,9分电视剧 / 豆瓣五星电视剧（1/2） / 豆瓣电视剧排行榜,2026-08-09T16:52:13+08:00
176,26883064,白夜追凶,8.9,708013,86.209393,国产剧 / 悬疑剧 / 电视剧,https://movie.douban.com/subject/26883064/,137843346 / 146202362 / 46375658,豆瓣电视剧排行榜 / 豆瓣高分国产剧 / 豆瓣高分悬疑探案剧,2026-08-09T16:52:13+08:00
177,25986180,釜山行 부산행,8.6,1366797,86.180682,电影,https://movie.douban.com/subject/25986180/,240962 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分电影榜（上）9.7-8.6分,2026-08-09T16:52:13+08:00
178,21318488,消失的爱人 Gone Girl,8.7,1085359,86.164012,电影,https://movie.douban.com/subject/21318488/,240962 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分电影榜（上）9.7-8.6分,2026-08-09T16:52:13+08:00
179,35426925,机器人之梦 Robot Dreams,9.1,459932,86.056304,动画电影 / 电影,https://movie.douban.com/subject/35426925/,223781 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分动画长片,2026-08-09T16:52:13+08:00
180,3287562,神偷奶爸 Despicable Me,8.7,1058959,86.011341,动画电影 / 电影,https://movie.douban.com/subject/3287562/,223781 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分动画长片,2026-08-09T16:52:13+08:00
181,26310143,信号 시그널,9.2,375974,86.009744,电视剧,https://movie.douban.com/subject/26310143/,46375658 / 644440,9分电视剧 / 豆瓣电视剧排行榜,2026-08-09T16:52:13+08:00
182,1305164,甜蜜蜜,8.9,683086,85.980007,电影,https://movie.douban.com/subject/1305164/,240962 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分电影榜（上）9.7-8.6分,2026-08-09T16:52:13+08:00
183,1297447,倩女幽魂,8.8,844344,85.971786,电影,https://movie.douban.com/subject/1297447/,240962 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分电影榜（上）9.7-8.6分,2026-08-09T16:52:13+08:00
184,1293359,菊次郎的夏天 菊次郎の夏,8.9,682019,85.970002,电影,https://movie.douban.com/subject/1293359/,240962 / 42966583,评分人数超过5万且评分高于7分的电影 / 豆瓣高分电影榜（上）9.7-8.6分,2026-08-09T16:52:13+08:00
185,1461403,茶馆,9.5,215401,85.961797,电影,https://movie.douban.com/subject/1461403/,16163 / 240962 / 42966583,容易忽视的国产电影 / 评分人数超过5万且评分高于7分的电影 / 豆瓣高分电影榜（上）9.7-8.6分,2026-08-09T16:52:13+08:00
